date,asset_id,feedback_count,very_dissatisfied,dissatisfied,neutral,satisfied,very_satisfied,average_score,intention_to_revisit,intention_to_recommend,complaints_customer_service,complaints_cleanliness,complaints_ride_safety,complaints_wait_times,complaints_technical_issues,complaints_other
2025-01-14 00:00:00+00:00,Aquarabia,4431,634,1300,2461,20,16,4.17,78.95,75.63,0,0,0,0,0,0
2025-01-15 00:00:00+00:00,Six Flags,4499,535,1624,2318,15,7,4.01,81.77,77.95,0,0,0,0,0,0
2025-01-15 00:00:00+00:00,Aquarabia,5657,1481,1877,2274,15,10,3.72,80.64,83.78,0,1,0,0,0,1
2025-01-16 00:00:00+00:00,Aquarabia,4892,581,1384,2906,16,5,4.1,75.49,77.66,0,0,1,1,0,0
2025-01-16 00:00:00+00:00,Six Flags,4112,762,1225,2099,17,9,4.12,75.37,75.51,0,0,0,0,0,0
2025-01-17 00:00:00+00:00,Aquarabia,4914,727,1705,2460,13,9,3.78,79.46,75.91,2,0,0,0,0,0
2025-01-17 00:00:00+00:00,Six Flags,4758,852,1497,2385,15,9,4.13,77.98,78.86,0,0,0,0,0,0
2025-01-18 00:00:00+00:00,Aquarabia,3440,568,1001,1851,14,6,4.2,82.03,80.63,0,0,0,0,0,0
2025-01-18 00:00:00+00:00,Six Flags,6543,661,2284,3577,14,7,3.83,81.7,84.73,0,0,0,0,1,1
2025-01-19 00:00:00+00:00,Six Flags,7626,1692,2092,3821,15,6,3.72,80.39,77.01,1,1,0,0,0,0
2025-01-19 00:00:00+00:00,Aquarabia,3606,534,1510,1537,18,7,4.15,82.28,84.72,0,0,0,0,0,0
2025-01-20 00:00:00+00:00,Six Flags,3866,468,1451,1921,19,7,4.01,79.35,83.91,0,0,0,0,0,0
2025-01-20 00:00:00+00:00,Aquarabia,4716,519,1527,2643,19,8,4.09,84.6,81.49,0,0,0,0,0,0
2025-01-21 00:00:00+00:00,Aquarabia,4622,1044,1401,2152,17,8,4.16,84.31,84.74,0,0,0,0,0,0
2025-01-21 00:00:00+00:00,Six Flags,3673,344,1261,2041,18,9,4.23,75.02,77.65,1,0,0,0,1,1
2025-01-22 00:00:00+00:00,Aquarabia,4033,397,1325,2274,21,16,4.1,79.28,82.94,0,0,0,0,0,0
2025-01-22 00:00:00+00:00,Six Flags,4874,941,1435,2463,22,13,4.19,81.15,83.42,0,0,0,0,0,0
2025-01-23 00:00:00+00:00,Aquarabia,4859,1143,1299,2391,15,11,3.94,80.33,78.8,0,0,0,0,0,0
2025-01-23 00:00:00+00:00,Six Flags,5921,674,2122,3102,16,7,4.01,76.12,79.38,0,0,0,0,0,0
2025-01-24 00:00:00+00:00,Aquarabia,4382,743,1443,2171,15,10,3.99,80.8,82.09,0,0,0,0,0,0
2025-01-24 00:00:00+00:00,Six Flags,4694,886,1631,2156,15,6,4.18,81.64,77.48,0,0,0,0,0,0
2025-01-25 00:00:00+00:00,Six Flags,4316,708,1613,1957,24,14,4.19,79.66,76.14,0,0,0,0,0,0
2025-01-25 00:00:00+00:00,Aquarabia,5580,930,1950,2662,26,12,4.17,84.89,75.14,0,0,0,0,0,0
2025-01-26 00:00:00+00:00,Aquarabia,3763,356,1249,2135,14,9,4.16,78.42,82.7,0,0,0,0,0,0
2025-01-26 00:00:00+00:00,Six Flags,5479,835,1837,2780,18,9,4.07,80.06,78.65,0,0,0,0,0,0
2025-01-27 00:00:00+00:00,Aquarabia,6813,901,2296,3588,18,10,3.76,77.92,77.53,0,0,0,0,0,0
2025-01-27 00:00:00+00:00,Six Flags,4734,556,1552,2601,18,7,4.26,82.01,79.31,0,0,0,0,0,0
2025-01-28 00:00:00+00:00,Aquarabia,3514,390,1215,1884,15,10,4.13,84.62,75.9,0,0,0,0,0,0
2025-01-28 00:00:00+00:00,Six Flags,6712,1679,2125,2881,17,10,3.87,82.38,79.98,0,0,0,0,0,0
2025-01-29 00:00:00+00:00,Six Flags,4556,1131,1584,1815,16,10,4.01,75.2,82.95,0,0,0,0,0,0
2025-01-29 00:00:00+00:00,Aquarabia,4749,844,1559,2322,15,9,4.09,82.82,77.88,0,0,0,0,0,0
2025-01-30 00:00:00+00:00,Six Flags,5711,1073,1749,2861,19,9,3.74,78.02,80.32,0,0,0,0,0,0
2025-01-30 00:00:00+00:00,Aquarabia,5131,1187,1585,2334,16,9,4.06,84.77,79.04,0,0,0,0,0,0
2025-01-31 00:00:00+00:00,Aquarabia,8724,1877,2521,4305,14,7,3.67,75.73,76.13,0,0,0,0,0,0
2025-01-31 00:00:00+00:00,Six Flags,5181,1069,1836,2253,15,8,3.76,81.18,84.76,0,0,0,0,0,0
2025-02-01 00:00:00+00:00,Aquarabia,5476,655,1814,2981,17,9,3.79,76.48,80.12,0,1,0,0,0,1
2025-02-01 00:00:00+00:00,Six Flags,5643,1085,2070,2462,18,8,4.06,75.81,77.55,0,1,0,0,0,0
2025-02-02 00:00:00+00:00,Aquarabia,4442,466,1880,2073,17,6,4.25,82.94,80.84,1,0,0,0,0,0
2025-02-02 00:00:00+00:00,Six Flags,6609,1536,2064,2988,13,8,3.94,82.4,83.54,0,1,1,0,0,1
2025-02-03 00:00:00+00:00,Aquarabia,4715,899,1451,2334,19,12,4.24,81.89,75.44,0,0,0,1,0,0
2025-02-03 00:00:00+00:00,Six Flags,4505,868,1590,2014,18,15,4.08,75.95,84.85,0,0,0,0,0,0
2025-02-04 00:00:00+00:00,Six Flags,4428,902,1534,1966,18,8,3.8,77.54,76.05,0,0,0,0,1,0
2025-02-04 00:00:00+00:00,Aquarabia,4311,616,1311,2361,16,7,4.24,79.89,84.06,0,0,0,1,0,2
2025-02-05 00:00:00+00:00,Aquarabia,5672,1000,1794,2838,25,15,4.04,80.22,76.57,0,0,0,1,1,0
2025-02-05 00:00:00+00:00,Six Flags,6503,1376,2145,2944,22,16,3.98,75.45,75.03,0,1,1,0,0,0
2025-02-06 00:00:00+00:00,Aquarabia,4347,717,1677,1925,20,8,4.21,80.56,80.98,0,1,1,0,0,1
2025-02-06 00:00:00+00:00,Six Flags,4463,1012,1423,2000,21,7,4.1,76.14,84.28,0,0,0,0,0,0
2025-02-07 00:00:00+00:00,Aquarabia,2874,706,953,1190,16,9,4.21,76.21,78.81,1,1,1,0,0,0
2025-02-07 00:00:00+00:00,Six Flags,5115,1119,1724,2241,19,12,4.13,82.46,82.14,0,0,0,0,0,0
2025-02-08 00:00:00+00:00,Six Flags,5304,748,1722,2798,21,15,4.24,84.38,78.91,0,0,0,0,0,1
2025-02-08 00:00:00+00:00,Aquarabia,4540,896,1297,2307,25,15,4.18,77.77,82.42,0,0,0,0,0,0
2025-02-09 00:00:00+00:00,Aquarabia,3213,724,863,1600,15,11,4.22,84.2,77.09,0,0,0,0,0,0
2025-02-09 00:00:00+00:00,Six Flags,4899,1121,1453,2300,17,8,4.12,81.9,77.39,0,0,1,0,0,0
2025-02-10 00:00:00+00:00,Aquarabia,4234,760,1673,1778,16,7,4.18,77.67,82.79,0,1,0,2,0,0
2025-02-10 00:00:00+00:00,Six Flags,4935,1021,1443,2449,16,6,4.03,82.79,76.57,0,0,0,0,0,0
2025-02-11 00:00:00+00:00,Aquarabia,3277,570,1155,1528,14,10,4.22,78.4,84.82,0,0,0,0,0,0
2025-02-11 00:00:00+00:00,Six Flags,6691,1596,1879,3187,19,10,3.96,76.95,76.48,0,0,0,0,0,0
2025-02-12 00:00:00+00:00,Aquarabia,4399,382,1711,2283,15,8,4.14,78.95,84.6,0,0,0,0,0,0
2025-02-12 00:00:00+00:00,Six Flags,4446,442,1567,2408,18,11,4.17,75.69,77.78,1,1,0,0,0,0
2025-02-13 00:00:00+00:00,Aquarabia,6061,1271,1637,3118,23,12,4.01,83.73,75.19,0,0,1,1,0,1
2025-02-13 00:00:00+00:00,Six Flags,2810,384,975,1414,22,15,4.3,80.31,75.21,0,0,0,0,1,0
2025-02-14 00:00:00+00:00,Aquarabia,7001,633,2537,3809,16,6,3.86,79.91,83.2,0,0,0,0,0,2
2025-02-14 00:00:00+00:00,Six Flags,7100,741,2576,3758,16,9,3.84,77.3,81.15,0,2,1,0,0,0
2025-02-15 00:00:00+00:00,Aquarabia,4422,837,1631,1920,21,13,4.0,76.29,83.29,0,0,0,0,0,0
2025-02-15 00:00:00+00:00,Six Flags,6490,1393,2064,3001,19,13,4.05,80.83,75.22,1,1,0,0,0,1
2025-02-16 00:00:00+00:00,Aquarabia,5581,782,2192,2578,19,10,3.98,77.41,83.11,0,0,0,0,0,0
2025-02-16 00:00:00+00:00,Six Flags,5896,1077,1666,3125,16,12,4.11,78.87,83.56,0,0,1,0,0,1
2025-02-17 00:00:00+00:00,Six Flags,4052,695,1336,2001,15,5,4.19,79.11,78.55,1,0,1,0,0,0
2025-02-17 00:00:00+00:00,Aquarabia,5138,541,1906,2669,16,6,4.13,84.69,78.5,0,0,0,0,0,0
2025-02-18 00:00:00+00:00,Aquarabia,6540,531,2386,3601,14,8,3.76,76.38,84.59,0,0,0,0,0,0
2025-02-18 00:00:00+00:00,Six Flags,4564,1082,1242,2218,17,5,3.94,83.44,84.59,0,0,1,1,0,1
2025-02-19 00:00:00+00:00,Aquarabia,4433,674,1516,2211,19,13,4.13,76.39,77.05,0,0,0,0,0,0
2025-02-19 00:00:00+00:00,Six Flags,4817,1204,1694,1888,21,10,4.07,81.49,77.0,0,1,1,1,0,0
2025-02-20 00:00:00+00:00,Aquarabia,5051,1243,1450,2333,17,8,4.09,75.01,78.65,0,0,0,0,0,0
2025-02-20 00:00:00+00:00,Six Flags,8344,999,2964,4357,14,10,3.75,84.26,82.26,0,0,0,0,0,0
2025-02-21 00:00:00+00:00,Six Flags,3858,565,1205,2062,19,7,4.15,76.13,76.51,0,0,2,0,0,0
2025-02-21 00:00:00+00:00,Aquarabia,4850,590,1651,2583,18,8,3.88,82.19,82.63,0,0,0,0,0,0
2025-02-22 00:00:00+00:00,Six Flags,3670,783,1271,1579,23,14,4.06,78.43,80.23,0,0,0,0,0,0
2025-02-22 00:00:00+00:00,Aquarabia,3927,519,1577,1795,21,15,4.26,81.56,82.46,0,0,0,0,0,0
2025-02-23 00:00:00+00:00,Aquarabia,4668,555,1851,2241,14,7,4.0,80.36,77.95,0,0,0,0,0,0
2025-02-23 00:00:00+00:00,Six Flags,3789,405,1425,1933,16,10,4.24,77.05,82.54,0,0,0,0,0,0
2025-02-24 00:00:00+00:00,Aquarabia,7677,1742,2683,3226,17,9,3.66,80.97,78.3,0,0,0,0,0,0
2025-02-24 00:00:00+00:00,Six Flags,3629,566,1070,1969,16,8,4.16,79.45,78.16,0,0,0,0,0,0
2025-02-25 00:00:00+00:00,Aquarabia,6484,1056,2025,3382,13,8,3.99,80.84,80.42,0,0,0,0,0,0
2025-02-25 00:00:00+00:00,Six Flags,4048,417,1299,2308,17,7,4.13,78.29,76.81,0,0,0,0,0,0
2025-02-26 00:00:00+00:00,Aquarabia,5006,1053,1682,2249,14,8,4.03,83.0,75.21,0,0,0,0,0,0
2025-02-26 00:00:00+00:00,Six Flags,6667,1429,2243,2972,17,6,3.71,80.91,84.97,0,0,0,0,0,0
2025-02-27 00:00:00+00:00,Six Flags,5254,508,2309,2411,18,8,4.1,80.96,75.76,0,0,0,0,0,0
2025-02-27 00:00:00+00:00,Aquarabia,8672,1577,2688,4384,14,9,3.82,79.12,84.04,0,0,0,0,0,0
2025-02-28 00:00:00+00:00,Aquarabia,5532,1170,2121,2225,10,6,3.86,84.15,79.02,0,0,0,0,0,0
2025-02-28 00:00:00+00:00,Six Flags,6518,1233,2388,2882,9,6,3.74,84.77,80.36,0,0,0,0,0,0
2025-02-28 00:00:00+00:00,Aquarabia,5881,1358,1824,2684,10,5,3.98,82.47,79.2,0,0,0,0,0,0
2025-02-28 00:00:00+00:00,Six Flags,6604,1058,2238,3290,12,6,4.01,83.0,75.13,0,0,0,0,0,0
2025-03-01 00:00:00+00:00,Aquarabia,4937,686,1442,2791,13,5,4.19,78.48,83.65,0,0,0,0,0,0
2025-03-01 00:00:00+00:00,Six Flags,5590,925,2097,2551,11,6,4.09,78.78,82.47,0,0,0,0,0,0
2025-03-02 00:00:00+00:00,Six Flags,7449,1848,2379,3201,14,7,3.92,77.56,80.63,1,0,0,0,0,0
2025-03-02 00:00:00+00:00,Aquarabia,3287,334,1051,1883,12,7,4.25,75.74,78.32,0,0,0,0,0,0
2025-03-03 00:00:00+00:00,Aquarabia,5350,1061,1697,2566,15,11,4.05,79.58,80.64,1,0,0,0,0,0
2025-03-03 00:00:00+00:00,Six Flags,7201,956,2657,3561,17,10,4.02,82.69,76.97,0,1,0,0,0,1
2025-03-04 00:00:00+00:00,Aquarabia,6499,680,2500,3298,15,6,4.06,81.88,83.85,0,0,0,0,0,0
2025-03-04 00:00:00+00:00,Six Flags,7098,1868,2217,2990,14,9,3.81,79.58,77.44,1,0,1,1,0,0
2025-03-05 00:00:00+00:00,Aquarabia,4358,641,1565,2130,15,7,4.08,77.57,81.43,1,0,0,0,0,0
2025-03-05 00:00:00+00:00,Six Flags,4117,452,1444,2197,17,7,4.1,80.51,79.86,0,1,0,1,0,0
2025-03-06 00:00:00+00:00,Six Flags,6759,1191,2261,3281,16,10,3.84,83.05,77.83,0,0,0,0,0,0
2025-03-06 00:00:00+00:00,Aquarabia,5623,1085,1738,2776,17,7,3.92,77.36,77.87,1,1,0,0,0,1
2025-03-07 00:00:00+00:00,Six Flags,6776,1479,1888,3384,15,10,3.78,79.37,84.81,0,0,0,0,0,1
2025-03-07 00:00:00+00:00,Aquarabia,4325,600,1512,2191,15,7,4.16,84.39,82.05,1,0,0,0,1,0
2025-03-08 00:00:00+00:00,Aquarabia,4441,861,1436,2120,17,7,3.93,78.57,81.54,0,1,0,0,1,1
2025-03-08 00:00:00+00:00,Six Flags,4605,376,1426,2776,19,8,4.28,76.01,79.74,0,0,2,0,0,0
2025-03-09 00:00:00+00:00,Aquarabia,4437,536,1684,2189,18,10,4.1,84.48,84.36,1,0,0,0,1,0
2025-03-09 00:00:00+00:00,Six Flags,7143,779,2348,3994,13,9,3.97,81.75,78.95,0,0,1,0,1,0
2025-03-10 00:00:00+00:00,Aquarabia,3384,530,1353,1481,15,5,4.14,83.72,75.1,0,0,0,0,0,0
2025-03-10 00:00:00+00:00,Six Flags,5452,565,1903,2963,12,9,3.88,82.48,76.39,0,0,0,0,0,0
2025-03-11 00:00:00+00:00,Aquarabia,5846,1297,1640,2887,16,6,4.01,76.57,77.41,0,0,0,1,0,0
2025-03-11 00:00:00+00:00,Six Flags,4063,678,1361,2000,15,9,4.22,77.2,78.35,1,1,0,0,0,0
2025-03-12 00:00:00+00:00,Aquarabia,5786,1241,1560,2967,13,5,4.05,76.45,76.55,0,1,0,0,0,1
2025-03-12 00:00:00+00:00,Six Flags,6531,687,2149,3668,17,10,4.01,81.42,76.33,0,0,0,0,0,0
2025-03-13 00:00:00+00:00,Aquarabia,7579,1502,2517,3540,14,6,3.85,76.95,83.44,0,1,1,0,0,1
2025-03-13 00:00:00+00:00,Six Flags,3510,601,1283,1603,14,9,4.15,80.26,75.95,0,0,1,0,0,0
2025-03-14 00:00:00+00:00,Aquarabia,3980,743,1182,2018,21,16,4.17,83.16,75.95,1,0,0,1,0,0
2025-03-14 00:00:00+00:00,Six Flags,5350,1259,1782,2272,22,15,3.95,80.81,79.93,0,0,0,0,0,0
2025-03-15 00:00:00+00:00,Aquarabia,6375,685,2177,3487,16,10,3.78,83.56,76.47,0,0,1,0,1,0
2025-03-15 00:00:00+00:00,Six Flags,4295,790,1540,1939,18,8,3.85,75.51,84.2,0,0,0,0,0,0
2025-03-16 00:00:00+00:00,Six Flags,7203,1234,2228,3707,23,11,3.76,82.62,79.83,0,0,0,0,0,0
2025-03-16 00:00:00+00:00,Aquarabia,4608,610,1696,2272,18,12,4.14,79.65,83.68,0,0,1,0,1,0
2025-03-17 00:00:00+00:00,Six Flags,6271,1778,1859,2606,18,10,4.11,83.79,75.72,0,0,0,0,0,0
2025-03-17 00:00:00+00:00,Aquarabia,4770,1122,1346,2271,19,12,4.08,84.67,83.43,0,1,0,0,0,0
2025-03-18 00:00:00+00:00,Aquarabia,3226,352,1077,1773,16,8,4.27,80.82,79.49,0,0,0,0,0,0
2025-03-18 00:00:00+00:00,Six Flags,6750,894,2158,3675,16,7,3.84,83.19,78.1,0,0,0,0,0,0
2025-03-19 00:00:00+00:00,Aquarabia,3863,975,1405,1462,13,8,4.15,76.44,84.98,0,0,0,0,0,0
2025-03-19 00:00:00+00:00,Six Flags,5484,1156,1690,2616,15,7,3.74,77.98,82.26,0,0,0,0,0,0
2025-03-20 00:00:00+00:00,Aquarabia,6292,1438,1746,3086,15,7,3.94,78.94,81.05,0,0,0,0,0,0
2025-03-20 00:00:00+00:00,Six Flags,5226,1348,1681,2174,14,9,4.06,75.61,84.52,0,0,0,0,0,0
2025-03-21 00:00:00+00:00,Aquarabia,5810,840,2074,2873,17,6,3.95,82.19,83.33,0,0,0,0,0,0
2025-03-21 00:00:00+00:00,Six Flags,4542,1032,1598,1880,21,11,4.18,79.82,75.27,0,0,0,0,0,0
2025-03-22 00:00:00+00:00,Six Flags,6616,1267,2005,3316,18,10,3.79,75.93,80.28,0,0,0,0,0,0
2025-03-22 00:00:00+00:00,Aquarabia,5680,841,1898,2917,18,6,4.1,76.97,75.35,0,0,0,0,0,0
2025-03-23 00:00:00+00:00,Aquarabia,5494,1112,1490,2869,16,7,3.96,83.22,77.41,0,0,0,0,0,0
2025-03-23 00:00:00+00:00,Six Flags,4399,895,1453,2025,19,7,4.16,75.94,75.72,0,0,0,0,0,0
2025-03-24 00:00:00+00:00,Aquarabia,7222,1648,2170,3382,15,7,3.64,80.28,76.06,0,0,0,0,0,0
2025-03-24 00:00:00+00:00,Six Flags,4330,687,1443,2177,15,8,4.14,83.46,78.91,0,0,0,0,0,0
2025-03-25 00:00:00+00:00,Aquarabia,5254,875,1798,2558,16,7,4.13,80.62,75.27,0,0,0,0,0,0
2025-03-25 00:00:00+00:00,Six Flags,4387,960,1402,2002,17,6,4.11,80.08,83.62,0,0,0,0,0,0
2025-03-26 00:00:00+00:00,Six Flags,6799,715,2437,3626,15,6,3.95,75.02,76.81,0,0,0,0,0,0
2025-03-26 00:00:00+00:00,Aquarabia,4069,551,1558,1939,15,6,4.25,80.59,82.44,0,0,0,0,0,0
2025-03-27 00:00:00+00:00,Six Flags,4559,1019,1605,1913,13,9,4.23,79.28,77.5,0,0,0,0,0,0
2025-03-27 00:00:00+00:00,Aquarabia,3416,549,1129,1716,16,6,4.22,77.33,75.41,0,0,0,0,0,0
2025-03-28 00:00:00+00:00,Aquarabia,8165,921,3101,4121,14,8,3.83,79.83,81.7,0,0,0,0,0,0
2025-03-28 00:00:00+00:00,Six Flags,7338,1251,2496,3565,17,9,3.73,83.66,81.09,0,0,0,0,0,0
2025-03-29 00:00:00+00:00,Aquarabia,3493,298,1251,1923,14,7,4.22,75.09,80.15,0,0,0,0,0,0
2025-03-29 00:00:00+00:00,Six Flags,4682,1199,1405,2058,13,7,3.97,78.87,79.62,0,0,0,0,0,0
2025-03-30 00:00:00+00:00,Aquarabia,4229,824,1499,1879,16,11,4.21,83.89,78.09,0,0,0,0,0,0
2025-03-30 00:00:00+00:00,Six Flags,3741,546,1148,2021,17,9,4.17,76.75,84.58,0,0,0,0,0,0
2025-03-31 00:00:00+00:00,Aquarabia,6964,648,2723,3566,17,10,4.03,75.77,79.94,0,0,0,0,0,0
2025-03-31 00:00:00+00:00,Six Flags,5495,1009,2049,2413,14,10,3.82,84.96,79.84,0,0,0,0,0,0
2025-04-01 00:00:00+00:00,Six Flags,3833,576,1414,1808,21,14,4.28,77.86,84.51,0,0,0,1,1,0
2025-04-01 00:00:00+00:00,Aquarabia,5820,871,1785,3129,22,13,3.96,75.33,84.56,0,0,0,1,1,1
2025-04-02 00:00:00+00:00,Aquarabia,3650,808,1162,1647,20,13,4.21,79.51,77.77,1,0,0,0,0,1
2025-04-02 00:00:00+00:00,Six Flags,6904,1216,2282,3377,19,10,3.72,81.62,77.42,0,0,0,0,0,0
2025-04-03 00:00:00+00:00,Aquarabia,4567,545,1770,2224,18,10,4.2,79.6,80.25,0,0,0,0,1,1
2025-04-03 00:00:00+00:00,Six Flags,5696,1216,1868,2577,22,13,3.63,78.57,82.05,0,0,0,0,0,0
2025-04-04 00:00:00+00:00,Aquarabia,7184,983,2624,3544,19,14,3.8,82.83,82.15,0,0,1,0,0,0
2025-04-04 00:00:00+00:00,Six Flags,5672,1266,1602,2770,22,12,3.64,84.69,77.45,0,0,0,1,1,0
2025-04-05 00:00:00+00:00,Six Flags,4710,723,1472,2477,23,15,3.89,78.26,79.48,1,0,0,0,0,0
2025-04-05 00:00:00+00:00,Aquarabia,4858,1021,1788,2008,25,16,4.22,76.45,79.53,0,0,1,0,2,0
2025-04-06 00:00:00+00:00,Aquarabia,4027,806,1324,1854,24,19,4.29,82.55,84.23,0,0,0,0,0,0
2025-04-06 00:00:00+00:00,Six Flags,4906,1210,1544,2109,27,16,4.11,79.22,81.24,1,0,0,0,0,0
2025-04-07 00:00:00+00:00,Aquarabia,4954,459,1758,2697,22,18,3.97,81.66,81.18,1,1,1,0,0,0
2025-04-07 00:00:00+00:00,Six Flags,6980,1415,1994,3531,22,18,3.96,84.79,81.02,0,1,0,0,0,1
2025-04-08 00:00:00+00:00,Aquarabia,3889,485,1303,2059,25,17,4.0,77.51,77.4,0,1,0,0,0,1
2025-04-08 00:00:00+00:00,Six Flags,4612,427,1678,2471,24,12,3.99,81.21,79.13,0,1,0,0,0,0
2025-04-09 00:00:00+00:00,Aquarabia,4373,865,1510,1963,20,15,4.02,78.46,83.02,0,0,0,0,0,0
2025-04-09 00:00:00+00:00,Six Flags,4450,977,1335,2103,22,13,4.15,81.63,77.22,1,0,0,0,0,1
2025-04-10 00:00:00+00:00,Aquarabia,4972,681,1823,2432,20,16,4.1,77.41,81.87,0,0,0,1,1,1
2025-04-10 00:00:00+00:00,Six Flags,5310,581,1819,2878,21,11,4.08,78.55,82.49,0,0,0,0,0,0
2025-04-11 00:00:00+00:00,Aquarabia,4845,419,2004,2387,20,15,4.2,81.13,81.56,0,0,1,1,0,0
2025-04-11 00:00:00+00:00,Six Flags,4960,841,1496,2588,22,13,4.04,84.87,82.74,0,0,2,0,0,0
2025-04-12 00:00:00+00:00,Aquarabia,4002,350,1322,2297,20,13,4.2,83.77,83.38,2,1,0,0,0,0
2025-04-12 00:00:00+00:00,Six Flags,3740,495,1185,2026,22,12,4.2,77.51,76.89,0,2,0,1,0,0
2025-04-13 00:00:00+00:00,Aquarabia,4209,668,1451,2060,19,11,4.1,75.22,79.69,0,0,0,0,0,0
2025-04-13 00:00:00+00:00,Six Flags,4564,480,1890,2161,19,14,3.87,81.04,80.13,0,0,0,1,1,0
2025-04-14 00:00:00+00:00,Six Flags,3786,478,1276,1999,20,13,4.21,78.86,83.11,0,0,0,0,0,0
2025-04-14 00:00:00+00:00,Aquarabia,6573,896,1875,3768,19,15,3.97,81.12,76.72,0,0,0,0,0,0
2025-04-15 00:00:00+00:00,Aquarabia,6403,1447,2134,2789,20,13,3.85,80.98,77.11,0,0,0,0,0,0
2025-04-15 00:00:00+00:00,Six Flags,4380,943,1395,2012,19,11,4.23,77.23,82.76,2,0,1,0,0,0
2025-04-16 00:00:00+00:00,Aquarabia,7254,1704,2411,3104,20,15,3.91,84.79,75.87,0,0,0,0,0,0
2025-04-16 00:00:00+00:00,Six Flags,5957,1201,1913,2805,22,16,4.16,82.89,82.67,0,0,0,0,0,0
2025-04-17 00:00:00+00:00,Aquarabia,3270,633,1024,1574,23,16,4.13,79.54,79.16,0,0,0,0,0,0
2025-04-17 00:00:00+00:00,Six Flags,6069,1162,1882,2981,27,17,3.79,76.15,80.54,0,0,0,0,0,0
2025-04-18 00:00:00+00:00,Six Flags,4438,668,1455,2278,21,16,4.14,80.93,76.13,0,0,0,0,0,0
2025-04-18 00:00:00+00:00,Aquarabia,4811,860,1531,2384,21,15,4.09,82.53,79.76,0,0,0,0,0,0
